name,category,address,lat,lon
Casa Concepció i Casa Comelles,otro,C Astúries 26,41.403,2.154
Casa Cortina,otro,Av República Argentina 82,41.41,2.146
Casa Enric Cera,otro,C Or 38,41.405,2.157
Casa Girona i Cuyàs,otro,C Gran de Gràcia 6,41.398,2.158
Casa Joan Matas,otro,C Francisco Giner 32,41.399,2.159
Fabra i Coats  Fàbrica de Creació,otro,C Sant Adrià 20,41.434,2.191
Casa José de Ugarte,otro,C Santa Perpètua 15,41.408,2.152
Escola Business Engineering School  la Salle,Escola,C Lluçanès 41,41.409,2.131
Museu del Perfum  Fundació Planas Giralt,Museu,Pg Gràcia 39,41.392,2.165
Associació d'Emprenedors del Clot  Eix Clot,otro,Carrer de Sant Antoni Maria Claret 358,41.416,2.181
Unió de Botiguers del Cor d'Horta,otro,Carrer de Santes Creus 8,41.43,2.162
Cases Blanques,otro,C Vayreda 24,41.431,2.141
Refugi Antiaeri de Can Peguera,otro,C Cornudella 45,41.434,2.165
Can Tusquets,otro,Av Santuari St Josep Muntanya 1,41.41,2.154
Casa Agustí Trulla,otro,C Berga 22,41.401,2.153
Biblioteca Collserola  Josep Miracle,otro,Carrer d'Elisa Moragas i Badia 16,41.415,2.103
Casa Víctor Conill,otro,C Gran de Gràcia 1,41.398,2.157
Cases Leandre Vidal,otro,C Fraternitat 35,41.401,2.16
Edifici Puiggròs,otro,C Martínez de la Rosa 27,41.4,2.159
Centre Cívic Vallvidrera Vázquez Montalbán,Centre,Carrer d'Elisa Moragas i Badia 16,41.415,2.103
Escola Superior de Disseny i d'Art Llotja,Escola,C Ciutat de Balaguer 17,41.403,2.136
Parc de Can Sabaté,Parc,C Mineria 16,41.364,2.138
Casa Faiol  Casa de la Papallona,otro,Llança 20,41.377,2.15
Jardins del Palau Robert,Jardins,Passeig de Gràcia 107,41.396,2.16
Palau de la Música Catalana,Palau,C Palau de la Música 2,41.387,2.175
Museu Palmero Arte,Museu,Judea 2,41.425,2.14
Edifici La Rotonda,otro,Av Tibidabo 2,41.411,2.137
EINA  Escola de Disseny i Art,Escola,Pg Santa Eulàlia 25,41.403,2.114
Casa dels Ossos,otro,Av Diagonal 423,41.395,2.153
Centre Municipal de Vela,Centre,Moll Gregal 33,41.388,2.202
Escola Lluís Vives,Escola,C Canalejas 107,41.372,2.128
Parc Carmel,Parc,Ctra Carmel 9999,41.415,2.155
Premsa de Vi de Can Xandri,otro,Plaça d'en Xandri 3,41.438,2.185
La plaça de les Glòries Catalanes,otro,Pl Glòries Catalanes 36,41.403,2.187
Casa Lleó Morera,otro,Pg Gràcia 35,41.391,2.165
Jardins de les Tres Xemeneies,Jardins,Av Paral.lel 49,41.374,2.172
Parc de la Font Florida,Parc,G.V. Corts Catalanes 196,41.369,2.141
Zona de Banys,otro,Plaça del Fòrum 1,41.411,2.222
Escultura Mistos,otro,Jorge Manrique 9,41.431,2.151
Parc de la Creueta del Coll,Parc,Pg Mare de Déu del Coll 77,41.419,2.146
Fira Barcelona,otro,Avinguda de la Reina Maria Cristina 2,41.373,2.15
La plaça d'Orfila,otro,Pl Orfila 2,41.436,2.191
El Tibidabo,destacat,Ctra Observatori Fabra 25,41.419,2.123
Bar Musical London Bar,otro,C Nou de la Rambla 34,41.378,2.173
Font Màgica  Fonts de Montjuïc *Aturada degut a la situació d'alerta per sequera,destacat,Plaça de Carles Buïgas 1,41.37,2.154
La Maquinista Terrestre i Marítima,otro,Pl Pompeu Gener 1,41.382,2.191
Unió de Cooperatives per a la Fabricació de Pastes per a Sopa,otro,C Aurora 11,41.379,2.168
Casa Sarriera,otro,C Palma de Sant Just 8,41.382,2.179
Bibiblioteca Rector Gabriel Ferraté,otro,Jordi Girona 1,41.388,2.115
Conservatori Municipal de Música de Barcelona,otro,C Bruc 110,41.396,2.168
Teatro de los Sentidos,otro,Camí Polvorí 1,41.364,2.143
Cementiri Sant Genís,Cementiri,Saldes 3,41.428,2.137
Cooperativa Obrera Popular Segle XX,otro,C Atlàntida 1,41.382,2.189
L'Aquàrium de Barcelona  Aspro Parks,otro,Moll Espanya 5,41.377,2.184
Religioses de la Mare de Déu de la Mercè,otro,Sant Gervasi de Cassoles 66,41.406,2.138
La Torre Blanca,otro,Pg Til·lers 1,41.389,2.119
Pilar d'Aigua de Sant Andreu,otro,C Llenguadoc 95,41.43,2.185
La Plaça de les Havaneres,otro,C Jordi de Sant Jordi 5,41.421,2.183
'La Masia' del Barça,otro,Av Joan XXIII 2,41.382,2.122
Vivendes del Congrés Eucarístic,otro,Pl Congrés Eucarístic 7,41.426,2.182
Antiga Biblioteca Infantil del GATCPAC,otro,Pl Palmeres 2,41.432,2.186
Parc d'Atraccions del Tibidabo,Parc,Plaça del Tibidabo 3,41.422,2.119
Centre Cultural La Farinera del Clot,Centre,Gran Via de les Corts Catalanes 837,41.405,2.188
Places de Joaquim Folguera i Frederic Soler,otro,Pl Joaquim Folguera nan,41.405,2.139
El Conjunt Residencial de Les Escales Park,otro,C Sor Eulàlia d'Anzizu 38,41.392,2.115
El passatge de Tubella,otro,Ptge Tubella 1,41.384,2.136
Colònia Carné,otro,Av Sant Ramon Nonat 22,41.377,2.117
La plaça de Pedralbes,otro,Pl Pedralbes nan,41.396,2.114
Herboristeria del Rei,otro,Vidre 1,41.381,2.175
L'Auditori de Barcelona,otro,Carrer de Lepant 150,41.399,2.185
Hotel Melia Barcelona Sky  HB004358,otro,C Pere IV 272,41.406,2.201
Casa Carreras,otro,Av Pearson 14,41.394,2.109
La plaça del Monestir,otro,Pl Monestir nan,41.396,2.113
Parc de Diagonal Mar,Parc,Carrer de Llull 356,41.408,2.212
La Porta Est de la Finca Güell,otro,Av Joan XXIII 27,41.386,2.122
Centre Cívic Sarrià,Centre,Carrer d'Eduardo Conde 22,41.394,2.121
Edifici de la Fàbrica Moritz  Espai Gastronòmic i Cultural,otro,Rda Sant Antoni 39,41.383,2.163
Parc del Centre del Poblenou,Centre,Av Diagonal 130,41.407,2.2
Centre Penitenciari Obert 2   Presó de Dones de la Trinitat,Centre,C Pare Manjón 2,41.454,2.191
Parc de la Primavera,Parc,C Nou de la Rambla 203,41.37,2.166
Casa Vilabella,otro,C Astúries 65,41.404,2.156
Edifici Modernista Francisco Giner 47,otro,C Francisco Giner 47,41.4,2.158
Edifici d'Habitatges Gran de Gràcia 138,otro,C Gran de Gràcia 138,41.402,2.153
Ermita de la Mare de Déu de la Salut,otro,C Mare de Déu de la Salut 55,41.412,2.157
Fàbrica Artés,otro,C Venus 8,41.4,2.162
La plaça de Gal·la Placídia,otro,Pl Gal·la Placídia 1,41.399,2.153
Reial Acadèmia de Medicina de Catalunya,otro,C Carme 47,41.382,2.169
Centre Cívic Casa Orlandai,Centre,Carrer de Jaume Piquet 23,41.398,2.125
Pavelló Mies van der Rohe,otro,Avinguda de Francesc Ferrer i Guàrdia 7,41.371,2.15
Parròquia de Sant Gregori Taumaturg,Parròquia,Pl Sant Gregori Taumaturg nan,41.394,2.138
Casal de Barri Pou de la Figuera,otro,Carrer de Sant Pere Més Baix 70,41.388,2.179
Centre Cultural Teresa Pàmies,Centre,C Comte d'Urgell 145,41.387,2.152
Esplai Tr3smon,otro,C Mare de Déu de Port 279,41.36,2.142
Plaça de la Mercè,otro,Plaça de la Mercè 1,41.379,2.18
Hotel W Barcelona  HB004411 *Edifici Vela,otro,Pl Rosa dels Vents 1,41.368,2.19
Cereria Subirà,otro,Bda Llibreteria 7,41.384,2.178
Espai Jove La Fontana,otro,Carrer Gran de Gràcia 190,41.403,2.152
Jardins dels Drets Humans,Jardins,C Foneria 19,41.361,2.137
Església del Reial Santuari de Sant Josep de la Muntanya,otro,Av Santuari St Josep Muntanya 25,41.41,2.154
Associació Xarxa de Consum Solidari,otro,Plaça de Sant Agustí Vell 15,41.388,2.181
Mercat Encants Barcelona  Fira de Bellcaire,Mercat,Carrer de los Castillejos 158,41.401,2.186
Cementiri Les Corts,Cementiri,Avinguda de Joan XXIII 3,41.383,2.122
Cementiri Sarrià,Cementiri,Camí del Cementiri de Sarrià 10,41.401,2.128
Cementiri Poblenou,Cementiri,Avinguda d'Icària 204,41.395,2.201
Col·legi de Censors Jurats de Comptes de Catalunya,otro,C Sor Eulàlia d'Anzizu 41,41.39,2.113
Biblioteca Jaume Fuster,otro,Plaça de Lesseps 20,41.407,2.15
Torre Jussana  Centre de Serveis a les Associacions,Centre,Av Cardenal Vidal Barraquer 30,41.43,2.151
Acàdemia Blancafort  Antiga Editorial Seguí,otro,C Torrent de l'Olla 9,41.399,2.161
Can Pardal,otro,C Montseny 49,41.403,2.156
Edifici d'habitatges Gran de Gràcia 74*76,otro,C Gran de Gràcia 74,41.4,2.155
Eix Comercial del Raval,destacat,C Nou de la Rambla 14,41.379,2.174
Escola d'Aprenents SEAT,Escola,Pg Zona Franca 53,41.354,2.143
Mercat Concepció,Mercat,Carrer d'Aragó 311,41.396,2.169
Mercat Sant Antoni,Mercat,Carrer del Comte d'Urgell 1,41.38,2.162
Mercat Les Corts,Mercat,Travessera de les Corts 215,41.384,2.13
Mercat Galvany,Mercat,Carrer de Santaló 65,41.397,2.144
Espai Bombers Parc de la Prevenció de Barcelona,Parc,C Lleida 30,41.374,2.155
Mooby Bosque Multicines,otro,Rambla de Prat 16,41.401,2.152
Masia Can Fargas,otro,Pg Maragall 383,41.428,2.164
Carrer Gran de Sant Andreu,otro,C Malats 26,41.436,2.19
Foment Republicà de Sants. Antic Ateneu Batllori,otro,C Cros 7,41.375,2.138
Gran Teatre del Liceu,otro,C la Rambla 51,41.38,2.173
Telefèric de Montjuïc,destacat,Av Miramar 20,41.369,2.163
El passeig de Sant Joan,otro,Pg Sant Joan 118,41.401,2.169
La plaça de la Vila de Gràcia,otro,Pl Vila de Gràcia 3,41.4,2.158
El Congrés i els Indians,otro,C Pinar del Río 56,41.423,2.18
El Quadrat d'Or,otro,C Consell de Cent 353,41.392,2.166
El 22@,otro,C Roc Boronat 113,41.402,2.195
L'Estació de La Sagrera,otro,C Hondures 76,41.422,2.187
Plaça del Nen de la Rutlla,otro,Pl Nen de la Rutlla 9999,41.419,2.172
La Muralla Romana,otro,Pl Ramon Berenguer el Gran 3,41.384,2.178
Casa Granell *Girona,otro,C Girona 122,41.397,2.168
Casa CasasCarbó,otro,Pg Gràcia 96,41.395,2.161
Casa Antoni Costa,otro,Rbla Catalunya 122,41.395,2.158
Casa Comas d' Argemir,otro,Av República Argentina 92,41.411,2.146
Plaça de la Virreina,otro,Pl Virreina 3,41.405,2.157
Plaça del Nord,otro,Pl Nord 3,41.407,2.155
Monestir de Sant Pau del Camp,otro,C Sant Pau 99,41.377,2.169
Edifici de l'Antic Hospital de la Santa Creu,otro,C Hospital 56,41.381,2.17
Jardí Botànic de Barcelona,otro,Carrer del Doctor Font i Quer 2,41.364,2.159
Casa Juncosa,otro,Rbla Catalunya 78,41.392,2.162
Cases Pascual i Pons,otro,Pg Gràcia 2,41.388,2.17
El passatge de Mallofré,otro,Ptge Mallofré 2,41.399,2.122
La plaça de Sant Vicenç,otro,Pl Sant Vicenç de Sarrià 1,41.397,2.124
Plaça de Rovira i Trias,otro,Pl Rovira i Trias 3,41.407,2.159
Plaça de la Revolució,otro,Pl Revolució de Setembre 1868 4,41.403,2.158
Casa Llorenç Camprubí,otro,C Casp 22,41.389,2.171
Forn Sarret,otro,C Girona 73,41.395,2.171
Casa Dolors Calm,otro,Rbla Catalunya 54,41.391,2.164
L'Anella Olímpica,otro,Av Estadi 44,41.366,2.153
La Zona Universitària,otro,C John M Keynes 4,41.386,2.117
El Campus Nord Ciutat Universitària,otro,C Jordi Girona 4,41.387,2.113
Centre Cívic Cotxeres de Sants,Centre,Carrer de Sants 79,41.375,2.137
Parc Torrent Maduixer,Parc,C Josep Garí 7,41.416,2.135
La Casa de l'Aigua,otro,C Garbí 2,41.453,2.188
Seu de l'Antiga Hidroelèctrica de Catalunya,otro,C Almogàvers 11,41.392,2.183
Parc de la Maquinista per les treballadores i els treballadors de la Maquinista,Parc,Passeig de l'Havana 2,41.436,2.196
Residència Salesiana Martí Codolar,otro,Av Cardenal Vidal i Barraquer 15,41.428,2.151
Fundació Privada Foto Colectania,otro,Pg Picasso 14,41.388,2.183
Antiga Foneria de Canons,otro,C Rambla 2,41.377,2.177
Carrer de la Riereta,otro,C Riereta 1,41.379,2.167
Casa Fàbrica VermellMartí,otro,C Jonqueres 10,41.388,2.174
El Passeig de les Aigües,otro,Ctra Aigües 211,41.414,2.119
Plaça Masadas,otro,Pl Masadas 1,41.425,2.19
Conjunt de Sant Martí de Provençals,otro,C Selva del Camp 2,41.421,2.197
Mural de la Memòria de Baró de Viver,otro,Pg Santa Coloma 98,41.448,2.198
Masia Can Rosés,otro,C Deu i Mata 49,41.388,2.135
El Vapor   Fàbrica Bonaplata,otro,C Tallers 75,41.385,2.167
Església Antic Institut Mental,otro,C Marie Curie 8,41.437,2.169
El Raval,destacat,Rbla Raval 37,41.378,2.17
Sant Antoni,otro,C Comte d'Urgell 7,41.38,2.162
La plaça d'Espanya,otro,Pl Espanya 4,41.374,2.149
El Poblesec,otro,C Blai 36,41.374,2.164
Les Corts,otro,Pl Concòrdia 2,41.387,2.132
Centre Cívic Pere Pruna,Centre,Carrer de Ganduxer 130,41.403,2.131
La Plaça dels Indians,otro,C Garcilaso 140,41.423,2.183
Carrer de les Monges,otro,C Monges 10,41.431,2.188
Mercat Llibertat,Mercat,Plaça de la Llibertat 27,41.4,2.154
Museu Etnològic i de Cultures del Món *Parc Montjuïc,Parc,Passeig de Santa Madrona 16,41.369,2.156
Filmoteca de Catalunya,otro,Plaça de Salvador Seguí 1,41.379,2.171
Parc de la Font del Racó,Parc,Av Tibidabo 72,41.416,2.131
Hospital Clínic i Provincial,otro,C Villarroel 170,41.39,2.152
Casa del Guarda   Espai d'Interpretació del Pantà de Vallvidrera,otro,Camí del Pantà 40,41.416,2.097
Floristeria Flora Miserachs,otro,C Avió Plus Ultra 21,41.401,2.121
Parròquia de Maria Reina,Parròquia,Av Esplugues 103,41.393,2.111
Casa Calvet,otro,C Casp 48,41.391,2.173
Escultura Pi i MargallLa República,otro,Pl de la República 1,41.438,2.174
Centre de Cultura Popular La Violeta de Gràcia,Centre,C Maspons 6,41.401,2.156
Jardins de Joan Maragall  Palauet Albéniz,Jardins,Av Estadi 69,41.367,2.157
Palau del Baró de Quadras,Palau,Av Diagonal 373,41.397,2.161
Casal Catòlic de Sant Andreu  Àntic Casino El Progrés,otro,C Pons i Gallarza 58,41.436,2.186
Reial Club Nàutic de Barcelona,Club,Moll Espanya 1,41.377,2.183
Museu Picasso,Museu,Carrer de Montcada 15,41.385,2.181
Col·legi d'Arquitectes de Catalunya,otro,Pl Nova 5,41.384,2.175
Antiga Fàbrica Can Batlló,otro,Gran Via de les Corts Catalanes 173,41.368,2.138
Centre Cívic El Coll  La Bruguera,Centre,Carrer de l'Aldea 15,41.419,2.15
IL3 Institut de Formació Contínua  Universitat de Barcelona,otro,C Ciutat de Granada 131,41.403,2.192
Església de Nostra Senyora de Pompeia,otro,Av Diagonal 450,41.396,2.158
Escultura Colles Sant Medir,otro,Pl Trilla 1,41.403,2.152
Sant Pau Recinte Modernista,otro,Carrer de Sant Antoni Maria Claret 167,41.412,2.176
Font Hércules,otro,Pg Sant Joan 152,41.402,2.166
Estació d'Autobusos Barcelona Nord,otro,C Alí Bei 80,41.394,2.182
Casa Llopis Bofill,otro,Bailèn 113,41.398,2.169
Residència Assistida per a Gent Gran Llars Mundet,otro,Pg Vall d'Hebron 171,41.436,2.147
Observatori Fabra,otro,Ctra Observatori Fabra 27,41.419,2.124
Associació Nou Barris Centre Comerç,Centre,C Pare Rodés 51,41.441,2.176
Reial Club de Polo de Barcelona,Club,Av Doctor Marañón 17,41.381,2.114
Jardins de Portolà,Jardins,C Portolà 5,41.411,2.143
Hospital  Sociosanitari Mutuam Güell,otro,C Mare de Déu de la Salut 49,41.411,2.157
Centre Moral i Instructiu de Gràcia,Centre,Carrer de Ros de Olano 9,41.401,2.155
Parròquia de la Verge de Gràcia i Sant Josep,Parròquia,Pl Lesseps 25,41.407,2.149
Escola Massana Centre Municipal d'Art i Disseny,Centre,Plaça de la Gardunya 9,41.381,2.171
Centre de Reunions i Convencions UAB Casa Convalescència,Centre,C Sant Antoni Maria Claret 171,41.414,2.177
Parc Científic de Barcelona,Parc,Carrer de Baldiri Reixac 4,41.382,2.116
Estació de França,otro,Avinguda del Marquès de l'Argentera 6,41.384,2.187
Viaducte de Bellesguard,otro,C Bellesguard 16,41.409,2.127
Centre Cívic  Vil·la Urània,Centre,Carrer de Saragossa 29,41.401,2.15
Platja de la Nova Mar Bella,Platja,Pg Marítim de la Mar Bella 128,41.401,2.214
Torre del Fang,otro,Clot 228,41.417,2.192
Bar Marsella,otro,C Sant Pau 65,41.378,2.171
Torre Montjuïc Calatrava,destacat,Pg Minici Natal 8,41.365,2.152
Associació Sarrià Eix Comercial,otro,C Canet 20,41.398,2.123
Casal Cívic i Comunitari Barcelona  Magòria,otro,G.V. Corts Catalanes 247,41.37,2.141
Monument a Josep Tarradellas,otro,Avinguda de Josep Tarradellas nan,41.387,2.143
Jardins Creu de Pedralbes,Jardins,Av Pearson 2,41.394,2.112
Pèrgola Fotovoltaica al Parc del Fòrum,Parc,Pl Fòrum 1,41.412,2.228
Jardins del Teatre Grec,Jardins,Pg Santa Madrona 38,41.37,2.159
Parc de la Barceloneta,Parc,Passeig Marítim de la Barceloneta  Oriol Bohigas 15,41.382,2.194
Universitat Politècnica de Catalunya,otro,C Jordi Girona 31,41.389,2.117
Parc de Recerca Biomèdica de Barcelona,Parc,C Doctor Aiguader 88,41.386,2.194
Moll de la Fusta,otro,Moll de Bosch i Alsina 1,41.379,2.182
Jardins Mossèn Cinto Verdaguer,Jardins,Av Miramar 30,41.369,2.163
Jardins,Jardins,Pg Vall d'Hebron 171,41.436,2.141
Escullera del Port de Barcelona,otro,Pg Escullera 1,41.358,2.179
Associació Eix Comercial de Sant Andreu,otro,Carrer de Mateu Ferran 4,41.435,2.189
Reials Drassanes de Barcelona,otro,Av Drassanes 1,41.376,2.176
Museu d'Art Contemporani de Barcelona,Museu,Plaça dels Àngels 1,41.383,2.168
Palau Sant Jordi,Palau,Pg Olímpic 5,41.362,2.152
Antiga Subcentral Elèctrica de la Barceloneta,destacat,C Atlàntida 57,41.379,2.19
Camp Municipal de Futbol Narcís Sala,otro,C Santa Coloma 39,41.429,2.193
Museu Barça Immersive Tour,Museu,Carrer d'Arístides Maillol 12,41.379,2.12
Torre d'Aigües de Carrasco i Formiguera,otro,Via Augusta 356,41.401,2.123
Torre del Doctor Andreu,otro,Av Tibidabo 17,41.412,2.136
Colònia Castells,otro,C Castells 2,41.388,2.139
La plaça de Comas,otro,Pl Comas 18,41.386,2.13
La plaça de la Reina Maria Cristina,otro,Pl Reina Maria Cristina nan,41.389,2.127
La plaça de Ramon M. Roca i Sastre,otro,Pl Ramon M. Roca Sastre nan,41.386,2.119
Jardins de Vil·la Cecília,Jardins,Santa Amèlia 1,41.394,2.122
Centre d'Educació Ambiental La Fàbrica del Sol,Centre,Pg Salvat Papasseit 1,41.383,2.191
Pilar d'Aigua de la Sagrera,otro,C Ciutat d'Elx 31,41.422,2.191
La Plaça del Rom Cremat,otro,C Jordi de Sant Jordi 16,41.422,2.183
La Plaça del Mercadal,otro,Pl Mercadal 35,41.435,2.189
L'Espai de la Torre Melina i el seu Jardí Romàntic,otro,C Torre Melina 8,41.382,2.109
Avenç Obrer Català de Sant Andreu,otro,Pl Orfila 3,41.436,2.191
Centre Comercial El Centre de la Vila,Centre,C Salvador Espriu 61,41.391,2.198
Memorial en Record de les Víctimes de Trànsit,otro,Passeig Marítim del Bogatell 82,41.395,2.207
Castell dels Tres Dragons,otro,Pg Picasso 5,41.388,2.183
Parròquia de Sant Josep Manyanet,Parròquia,C Sant Sebastià 47,41.429,2.191
Centre Cívic Sant Andreu,Centre,Carrer Gran de Sant Andreu 111,41.431,2.189
Palau de Mar,Palau,Pl Pau Vila 1,41.381,2.186
Quarter Bruc,otro,Av Exèrcit 1,41.387,2.111
Mercat Núria,Mercat,Avinguda dels Rasos de Peguera 186,41.46,2.173
Edifici de La Model,otro,Carrer d'Entença 155,41.383,2.145
Can Mazantini,otro,C Coroleu 73,41.433,2.185
Casa Fargas,otro,Rbla Catalunya 47,41.39,2.164
Ateneu Popular de Sants,otro,Premià 15,41.377,2.139
Parc de les Cascades,Parc,Avinguda del Litoral 12,41.386,2.195
Centre Cívic Can Felipa,Centre,Plaça de Josep Maria Huertas Claveria 1,41.404,2.201
La Plaça Reial,otro,Pl Reial 5,41.38,2.175
Casa Planells,otro,Av Diagonal 332,41.401,2.175
Escola la Farigola de Vallcarca,Escola,C Sant Camil 31,41.414,2.147
Antiga Fàbrica Estrella Damm,otro,Carrer del Rosselló 515,41.409,2.178
Facultat de Ciències de la Salut Blanquerna  URL,otro,C Padilla 326,41.41,2.172
Parròquia de Santa Maria del Mar  Basílica,Parròquia,Pl Santa Maria 1,41.384,2.182
Jardins del Mirador de l'Alcalde,Jardins,Carretera de Montjuïc 41,41.367,2.169
El Portal de l'Àngel,otro,Av Portal de l'Àngel 21,41.386,2.173
Zoo de Barcelona,otro,Parc Ciutadella nan,41.386,2.187
Casa Vidal,otro,C Pons i Gallarza 1,41.435,2.189
El Paral·lel,otro,Av Paral·lel 170,41.375,2.156
Sant Pere i Santa Caterina,otro,C Sant Pere Més Baix 68,41.388,2.179
Teatre Lliure,otro,Pl Margarida Xirgu 1,41.371,2.157
Parc de Sant Martí,Parc,C Menorca 64,41.42,2.198
Casa Bartomeu,otro,C Rábida 5,41.396,2.107
Edifici La Maternitat,otro,C Sabino Arana 1,41.385,2.127
Parc Sanitari Pere Virgili,Parc,C Esteve Terradas 30,41.415,2.14
Edifici Talaia Barcelona,otro,Av Sarrià 71,41.391,2.139
Edifici Torre Telefònica  Diagonal Zero Zero,otro,Pl Ernest Lluch i Martín 5,41.412,2.221
Centre Estudis Ignasi Iglesias,Centre,Carrer d'Ignasi Iglésias 33,41.434,2.188
Universitat Internacional de Catalunya,otro,Immaculada 22,41.406,2.123
Palau Reial de Pedralbes,Palau,Av Diagonal 686,41.387,2.118
Jardins de Mossèn Costa i Llobera,Jardins,Ctra Miramar 38,41.37,2.172
Castell de Torre Baró,otro,Carretera Alta de les Roquetes 309,41.451,2.176
Casa  Fàbrica Erasme de Gònima,otro,Carme 106,41.38,2.167
El Túnel de la Rovira,otro,C Dante Alighieri 81,41.428,2.158
Can Culleretes,otro,C Quintana 5,41.381,2.174
La Diagonal,otro,Av Diagonal 629,41.388,2.126
Refugi Antiaeri de La Lira,otro,C Coroleu 15,41.433,2.188
Refugi Antiaeri 977 Matanzas / Pinar del Río,otro,C Pinar del Río 32,41.422,2.182
Capella dels Segadors,otro,Pl Orfila 5,41.436,2.191
MUHBA Museu d'Història de Barcelona  Vil·la Joana,Museu,Carretera de l'Església 104,41.42,2.1
Platja de la Barceloneta,Platja,Passeig Marítim de la Barceloneta  Oriol Bohigas 14,41.379,2.192
Centre de Cultura Contemporània de Barcelona,Centre,C Montalegre 5,41.384,2.167
Fàbrica de Creació La Escocesa,otro,Carrer de Pere IV 345,41.411,2.204
Centre d'Arts Santa Mònica,Centre,Carrer la Rambla 7,41.377,2.176
Casa Fàbrica GüellRamis,otro,C Còdols 16,41.38,2.178
Casa Parés,otro,C Mestres Casals i Martorell 15,41.387,2.178
Restaurant Can Cortada,Restaurant,Av Estatut de Catalunya 88,41.438,2.153
Centre Comercial L'Illa Diagonal,Centre,Av Diagonal 557,41.39,2.135
Els Edificis Trade,otro,G.V. Carles III 84,41.386,2.128
Far del Port  Torre del Rellotge,otro,Moll Pescadors 1,41.376,2.187
Fundació Privada Centre de Producció Artística i Cultural Palo Alto,Centre,C Pellaires 30,41.405,2.21
Centre Educatiu Santa Teresa  Ganduxer,Centre,C Ganduxer 85,41.4,2.134
Parc del Mirador del Poblesec,Parc,Passeig de Montjuïc 59,41.372,2.17
Molí de Sant Andreu  Rec Comtal,otro,C Andana de l'Estació 22,41.443,2.194
Casa Company,otro,Buenos Aires 56,41.393,2.148
La Plaça del Comerç,otro,Pl Comerç 6,41.435,2.19
Associació Sant Martí Eix Comercial,otro,Carrer de Huelva 111,41.42,2.2
La Vil·la Hèlius Casa Grané,otro,C Panamà 13,41.395,2.108
L'Antic Institut Frenopàtic,otro,C Mejía Lequerica 55,41.384,2.126
L'Àrea Olímpica de la Diagonal,otro,Av Xile 29,41.38,2.114
Bar musical La Torre Rosa,otro,C Francesc Tàrrega 22,41.423,2.181
Carrer Cienfuegos,otro,C Cienfuegos 21,41.424,2.183
Refugi Antiaeri de la Plaça del Diamant,otro,Pl Diamant 10,41.404,2.156
Colmado Murria,otro,Roger de Llúria 85,41.395,2.167
Fàbrica de Creació Nau Ivanow,otro,C Hondures 28,41.42,2.19
Casa Museu Gaudí,Museu,Carretera del Carmel 23,41.415,2.155
Centre Comercial Diagonal Mar,Centre,Av Diagonal 3,41.41,2.216
Oratori de Sant Felip Neri *Gràcia,otro,C Sol 8,41.402,2.156
Jardins de Massana,Jardins,Felip II 216,41.427,2.179
Associació Sants Establiments Units,otro,Carrer d'Alcolea 16,41.376,2.137
Port Olímpic de Barcelona,otro,Port Olímpic 100,41.388,2.199
La Lleialtat Santsenca,otro,Carrer d'Olzinelles 31,41.373,2.137
Casa Josep Barnoles  La del Mico i el Gos,otro,C Camèlies 40,41.412,2.16
La rambla del Prat,otro,Rbla Prat 1,41.402,2.153
Masoveria de la Virreina,otro,C Sant Lluís 1,41.404,2.158
La plaça del Poble Romaní,otro,Plaça del Poble Gitano nan,41.402,2.161
Hospital Evangèlic,otro,Carrer de la Ciutat de Granada 108,41.401,2.194
Cases Antoni Par,otro,C Gran de Gràcia 262,41.406,2.151
Cases de menestrals,otro,C Tordera 14,41.401,2.16
Cases Folguera,otro,Trav Gràcia 184,41.402,2.159
Edifici Modernista Avinguda República Argentina 28,otro,Av República Argentina 28,41.408,2.147
El carrer de Bonavista,otro,C Bonavista 1,41.398,2.159
El Vapor Nou,otro,Plaça del Poble Gitano nan,41.402,2.161
Bar Mestres,otro,C Vergós 9,41.4,2.131
Edifici MediaTIC,otro,Carrer de Roc Boronat 117,41.403,2.194
La Plaça de Sant Jaume,otro,Pl Sant Jaume 1,41.383,2.177
Torre de la Catalana de Gas,otro,Passeig Marítim de la Barceloneta  Oriol Bohigas 15,41.382,2.194
Elisava Escola Universitaria de Disseny i Enginyeria de Barcelona,Escola,C la Rambla 30,41.378,2.176
Casa MuleyAfid,otro,Pg Bonanova 55,41.404,2.129
Casa Vilaró,otro,Av Coll del Portell 43,41.411,2.151
Residència Assistencial per a Gent Gran Refugi d'Obreres,otro,Av República Argentina 16,41.408,2.148
Hort Urbà Masia Can Soler,otro,Ctra Sant Cugat 114,41.425,2.131
Associació de Botiguers i Professionals Eix Maragall,otro,Rambla de la Muntanya 5,41.422,2.178
Parròquia de Sant Pacià,Parròquia,C Monges 27,41.432,2.188
Casa Comalat,otro,Av Diagonal 442,41.397,2.161
Farmàcia Reixachde Pablo,otro,Carrer Gran de Sant Andreu 263,41.436,2.19
Club Tennis Barcino,Club,Plaça de Narcisa Freixas 2,41.408,2.138
Oasi MAC,otro,Carrer del Consell de Cent 140,41.382,2.154
MUHBA Museu d'Història de Barcelona   Refugi 307,Museu,Carrer Nou de la Rambla 175,41.371,2.166
Associació Catalana per la Integració i el Desenvolupament Humà,otro,Carrer de Siracusa 53,41.402,2.161
La Rambla,otro,C Rambla 10,41.378,2.176
Masia la Petita Maria,otro,C López Catalán 4,41.376,2.137
