date,sound_level_mean,lat,lon
2019-11-16,71.25,41.403,2.139
2019-11-17,69.95,41.403,2.139
2019-11-18,71.22,41.403,2.139
2019-11-19,71.8,41.403,2.139
2019-11-20,71.99,41.403,2.139
2019-11-21,71.65,41.403,2.139
2019-11-22,72.72,41.403,2.139
2019-11-23,72.04,41.403,2.139
2019-11-24,70.04,41.403,2.139
2019-11-25,71.34,41.403,2.139
2019-11-26,72.05,41.403,2.139
2019-11-27,71.34,41.403,2.139
2019-11-28,71.33,41.403,2.139
2019-11-29,71.69,41.403,2.139
2019-11-30,70.74,41.403,2.139
2019-12-01,69.83,41.403,2.139
2019-12-02,71.62,41.403,2.139
2019-12-03,71.71,41.403,2.139
2019-12-04,74.23,41.403,2.139
2019-12-05,73.87,41.403,2.139
2019-12-06,71.25,41.403,2.139
2019-12-07,70.6,41.403,2.139
2019-12-08,70.23,41.403,2.139
2019-12-09,71.28,41.403,2.139
2019-12-10,71.8,41.403,2.139
2019-12-11,71.88,41.403,2.139
2019-12-12,72.44,41.403,2.139
2019-12-13,72.02,41.403,2.139
2019-12-14,70.92,41.403,2.139
2019-12-15,69.86,41.403,2.139
2019-12-16,71.71,41.403,2.139
2019-12-17,71.27,41.403,2.139
2019-12-18,72.15,41.403,2.139
2019-12-19,72.27,41.403,2.139
2019-12-20,73.19,41.403,2.139
2019-12-21,72.0,41.403,2.139
2019-12-22,70.04,41.403,2.139
2019-12-23,71.86,41.403,2.139
2019-12-24,71.52,41.403,2.139
2019-12-25,68.95,41.403,2.139
2019-12-26,68.85,41.403,2.139
2019-12-27,71.26,41.403,2.139
2019-12-28,70.53,41.403,2.139
2019-12-29,69.58,41.403,2.139
2019-12-30,71.63,41.403,2.139
2019-12-31,71.46,41.403,2.139
2019-07-01,70.28,41.402,2.137
2019-07-02,69.94,41.402,2.137
2019-07-03,70.49,41.402,2.137
2019-07-04,70.08,41.402,2.137
2019-07-05,70.38,41.402,2.137
2019-07-06,69.04,41.402,2.137
2019-07-07,68.16,41.402,2.137
2019-07-08,70.54,41.402,2.137
2019-07-09,69.89,41.402,2.137
2019-07-10,70.21,41.402,2.137
2019-07-11,69.83,41.402,2.137
2019-07-12,70.45,41.402,2.137
2019-07-13,69.1,41.402,2.137
2019-07-14,68.64,41.402,2.137
2019-07-15,70.12,41.402,2.137
2019-07-16,70.07,41.402,2.137
2019-07-17,70.46,41.402,2.137
2019-07-18,70.77,41.402,2.137
2019-07-19,70.89,41.402,2.137
2019-07-20,69.23,41.402,2.137
2019-07-21,68.46,41.402,2.137
2019-07-22,69.9,41.402,2.137
2019-07-23,69.92,41.402,2.137
2019-07-24,70.43,41.402,2.137
2019-07-25,70.36,41.402,2.137
2019-07-26,70.14,41.402,2.137
2019-07-27,69.8,41.402,2.137
2019-07-28,67.98,41.402,2.137
2019-07-29,70.27,41.402,2.137
2019-07-30,70.4,41.402,2.137
2019-07-31,70.58,41.402,2.137
2019-08-01,70.0,41.402,2.137
2019-08-02,69.76,41.402,2.137
2019-08-03,67.9,41.402,2.137
2019-08-04,67.0,41.402,2.137
2019-08-05,69.1,41.402,2.137
2019-08-06,69.55,41.402,2.137
2019-08-07,69.63,41.402,2.137
2019-08-08,69.56,41.402,2.137
2019-08-09,69.51,41.402,2.137
2019-08-10,68.1,41.402,2.137
2019-08-11,67.33,41.402,2.137
2019-08-12,69.76,41.402,2.137
2019-08-13,68.96,41.402,2.137
2019-08-14,69.3,41.402,2.137
2019-08-15,67.39,41.402,2.137
2019-08-16,69.75,41.402,2.137
2019-08-17,68.46,41.402,2.137
2019-08-18,68.04,41.402,2.137
2019-08-19,69.54,41.402,2.137
2019-08-20,69.91,41.402,2.137
2019-08-21,69.21,41.402,2.137
2019-08-22,69.16,41.402,2.137
2019-08-23,69.03,41.402,2.137
2019-08-24,68.19,41.402,2.137
2019-08-25,67.52,41.402,2.137
2019-08-26,69.52,41.402,2.137
2019-08-27,69.97,41.402,2.137
2019-08-28,69.92,41.402,2.137
2019-08-29,70.33,41.402,2.137
2019-08-30,69.98,41.402,2.137
2019-08-31,68.38,41.402,2.137
2019-09-01,67.92,41.402,2.137
2019-09-02,69.84,41.402,2.137
2019-09-03,70.6,41.402,2.137
2019-09-04,69.94,41.402,2.137
2019-09-05,70.44,41.402,2.137
2019-09-06,70.15,41.402,2.137
2019-09-07,69.08,41.402,2.137
2019-09-08,68.78,41.402,2.137
2019-09-09,70.21,41.402,2.137
2019-09-10,71.55,41.402,2.137
2019-09-11,70.21,41.402,2.137
2019-09-12,70.44,41.402,2.137
2019-09-13,70.45,41.402,2.137
2019-09-14,69.23,41.402,2.137
2019-09-15,68.31,41.402,2.137
2019-09-16,69.52,41.402,2.137
2019-09-17,70.09,41.402,2.137
2019-09-18,70.41,41.402,2.137
2019-09-19,70.2,41.402,2.137
2019-09-20,70.63,41.402,2.137
2019-09-21,69.86,41.402,2.137
2019-09-22,68.49,41.402,2.137
2019-09-23,70.24,41.402,2.137
2019-09-24,69.66,41.402,2.137
2019-09-25,70.43,41.402,2.137
2019-09-26,70.46,41.402,2.137
2019-09-27,70.74,41.402,2.137
2019-09-28,69.45,41.402,2.137
2019-09-29,69.09,41.402,2.137
2019-09-30,70.09,41.402,2.137
2019-10-01,70.45,41.402,2.137
2019-10-02,70.18,41.402,2.137
2019-10-03,70.67,41.402,2.137
2019-10-04,70.61,41.402,2.137
2019-10-05,69.82,41.402,2.137
2019-10-06,69.19,41.402,2.137
2019-10-07,70.22,41.402,2.137
2019-10-08,70.6,41.402,2.137
2019-10-09,71.18,41.402,2.137
2019-10-10,70.58,41.402,2.137
2019-10-11,70.98,41.402,2.137
2019-10-12,69.75,41.402,2.137
2019-10-13,69.32,41.402,2.137
2019-10-14,70.68,41.402,2.137
2019-10-15,71.12,41.402,2.137
2019-10-16,70.77,41.402,2.137
2019-10-17,70.98,41.402,2.137
2019-10-18,71.08,41.402,2.137
2019-10-19,69.77,41.402,2.137
2019-10-20,69.32,41.402,2.137
2019-10-21,70.32,41.402,2.137
2019-10-22,71.07,41.402,2.137
2019-10-23,72.36,41.402,2.137
2019-10-24,71.03,41.402,2.137
2019-10-25,70.69,41.402,2.137
2019-10-26,69.87,41.402,2.137
2019-10-27,68.93,41.402,2.137
2019-10-28,70.19,41.402,2.137
2019-10-29,70.76,41.402,2.137
2019-10-30,70.6,41.402,2.137
2019-10-31,70.75,41.402,2.137
2019-11-01,69.14,41.402,2.137
2019-11-02,68.95,41.402,2.137
2019-11-03,68.26,41.402,2.137
2019-11-04,69.92,41.402,2.137
2019-11-05,70.09,41.402,2.137
2019-11-06,70.38,41.402,2.137
2019-11-07,70.45,41.402,2.137
2019-11-08,70.7,41.402,2.137
2019-11-09,70.05,41.402,2.137
2019-11-10,69.76,41.402,2.137
2019-11-11,70.26,41.402,2.137
2019-11-12,70.14,41.402,2.137
2019-11-13,70.52,41.402,2.137
2019-11-14,71.37,41.402,2.137
2019-11-15,70.88,41.402,2.137
2019-11-16,70.8,41.402,2.137
2019-11-17,69.4,41.402,2.137
2019-11-18,70.12,41.402,2.137
2019-11-19,70.64,41.402,2.137
2019-11-20,70.91,41.402,2.137
2019-11-21,70.7,41.402,2.137
2019-11-22,71.9,41.402,2.137
2019-11-23,70.62,41.402,2.137
2019-11-24,69.11,41.402,2.137
2019-11-25,70.38,41.402,2.137
2019-11-26,70.66,41.402,2.137
2019-11-27,70.3,41.402,2.137
2019-11-28,70.53,41.402,2.137
2019-11-29,70.86,41.402,2.137
2019-11-30,70.12,41.402,2.137
2019-12-01,69.17,41.402,2.137
2019-12-02,70.72,41.402,2.137
2019-12-03,70.63,41.402,2.137
2019-12-04,72.3,41.402,2.137
2019-12-05,72.08,41.402,2.137
2019-12-06,70.16,41.402,2.137
2019-12-07,69.62,41.402,2.137
2019-12-08,69.33,41.402,2.137
2019-12-09,70.17,41.402,2.137
2019-12-10,70.79,41.402,2.137
2019-12-11,70.64,41.402,2.137
2019-12-12,71.26,41.402,2.137
2019-12-13,70.8,41.402,2.137
2019-12-14,70.27,41.402,2.137
2019-12-15,69.23,41.402,2.137
2019-12-16,70.58,41.402,2.137
2019-12-17,70.2,41.402,2.137
2019-12-18,71.15,41.402,2.137
2019-12-19,71.12,41.402,2.137
2019-12-20,71.64,41.402,2.137
2019-12-21,71.0,41.402,2.137
2019-12-22,69.62,41.402,2.137
2019-12-23,70.94,41.402,2.137
2019-12-24,70.62,41.402,2.137
2019-12-25,68.12,41.402,2.137
2019-12-26,68.02,41.402,2.137
2019-12-27,70.49,41.402,2.137
2019-12-28,69.62,41.402,2.137
2019-12-29,68.78,41.402,2.137
2019-12-30,70.68,41.402,2.137
2019-12-31,70.58,41.402,2.137
2019-07-01,58.81,41.446,2.201
2019-07-02,57.68,41.446,2.201
2019-07-03,58.68,41.446,2.201
2019-07-04,59.07,41.446,2.201
2019-07-05,57.51,41.446,2.201
2019-07-06,56.57,41.446,2.201
2019-07-07,55.22,41.446,2.201
2019-07-08,58.4,41.446,2.201
2019-07-09,58.39,41.446,2.201
2019-07-10,57.89,41.446,2.201
2019-07-11,58.07,41.446,2.201
2019-07-12,58.89,41.446,2.201
2019-07-13,56.93,41.446,2.201
2019-07-14,58.1,41.446,2.201
2019-07-15,58.32,41.446,2.201
2019-07-16,58.47,41.446,2.201
2019-07-17,57.92,41.446,2.201
2019-07-18,58.14,41.446,2.201
2019-07-19,57.82,41.446,2.201
2019-07-20,56.83,41.446,2.201
2019-07-21,55.64,41.446,2.201
2019-07-22,57.4,41.446,2.201
2019-07-23,56.65,41.446,2.201
2019-07-24,58.18,41.446,2.201
2019-07-25,57.35,41.446,2.201
2019-07-26,57.88,41.446,2.201
2019-07-27,56.26,41.446,2.201
2019-07-28,55.36,41.446,2.201
2019-07-29,57.88,41.446,2.201
2019-07-30,57.7,41.446,2.201
2019-07-31,56.62,41.446,2.201
2019-08-01,57.82,41.446,2.201
2019-08-02,57.88,41.446,2.201
2019-08-03,57.13,41.446,2.201
2019-08-04,55.29,41.446,2.201
2019-08-05,56.51,41.446,2.201
2019-08-06,56.88,41.446,2.201
2019-08-07,57.1,41.446,2.201
2019-08-08,57.27,41.446,2.201
2019-08-09,56.91,41.446,2.201
2019-08-10,55.87,41.446,2.201
2019-08-11,55.91,41.446,2.201
2019-08-12,58.01,41.446,2.201
2019-08-13,57.02,41.446,2.201
2019-08-14,57.45,41.446,2.201
2019-08-15,53.11,41.446,2.201
2019-08-16,54.34,41.446,2.201
2019-08-17,54.39,41.446,2.201
2019-08-18,52.9,41.446,2.201
2019-08-19,54.64,41.446,2.201
2019-08-20,56.01,41.446,2.201
2019-08-21,56.06,41.446,2.201
2019-08-22,56.89,41.446,2.201
2019-08-23,56.97,41.446,2.201
2019-08-24,56.19,41.446,2.201
2019-08-25,53.94,41.446,2.201
2019-08-26,57.01,41.446,2.201
2019-08-27,58.84,41.446,2.201
2019-08-28,57.34,41.446,2.201
2019-08-29,57.68,41.446,2.201
2019-08-30,57.05,41.446,2.201
2019-08-31,56.26,41.446,2.201
2019-09-01,54.95,41.446,2.201
2019-09-02,57.09,41.446,2.201
2019-09-03,56.54,41.446,2.201
2019-09-04,56.52,41.446,2.201
2019-09-05,57.52,41.446,2.201
2019-09-06,57.08,41.446,2.201
2019-09-07,55.75,41.446,2.201
2019-09-08,55.52,41.446,2.201
2019-09-09,56.98,41.446,2.201
2019-09-10,59.58,41.446,2.201
2019-09-11,57.8,41.446,2.201
2019-09-12,56.96,41.446,2.201
2019-09-13,57.61,41.446,2.201
2019-09-14,56.02,41.446,2.201
2019-09-15,55.68,41.446,2.201
2019-09-16,57.45,41.446,2.201
2019-09-17,57.27,41.446,2.201
2019-09-18,56.96,41.446,2.201
2019-09-19,57.35,41.446,2.201
2019-09-20,57.27,41.446,2.201
2019-09-21,56.5,41.446,2.201
2019-09-22,55.75,41.446,2.201
2019-09-23,56.92,41.446,2.201
2019-09-24,55.23,41.446,2.201
2019-09-25,56.61,41.446,2.201
2019-09-26,57.5,41.446,2.201
2019-09-27,57.52,41.446,2.201
2019-09-28,55.33,41.446,2.201
2019-09-29,55.41,41.446,2.201
2019-09-30,57.24,41.446,2.201
2019-10-01,57.72,41.446,2.201
2019-10-02,56.5,41.446,2.201
2019-10-03,58.02,41.446,2.201
2019-10-04,57.76,41.446,2.201
2019-10-05,55.73,41.446,2.201
2019-10-06,55.0,41.446,2.201
2019-10-07,57.35,41.446,2.201
2019-10-08,57.68,41.446,2.201
2019-10-09,57.28,41.446,2.201
2019-10-10,57.46,41.446,2.201
2019-10-11,57.21,41.446,2.201
2019-10-12,55.74,41.446,2.201
2019-10-13,55.16,41.446,2.201
2019-10-14,56.8,41.446,2.201
2019-10-15,58.9,41.446,2.201
2019-10-16,57.68,41.446,2.201
2019-10-17,59.19,41.446,2.201
2019-10-18,56.4,41.446,2.201
2019-10-19,56.68,41.446,2.201
2019-10-20,55.76,41.446,2.201
2019-10-21,58.35,41.446,2.201
2019-10-22,58.71,41.446,2.201
2019-10-23,60.3,41.446,2.201
2019-10-24,59.1,41.446,2.201
2019-10-25,58.55,41.446,2.201
2019-10-26,58.39,41.446,2.201
2019-10-27,57.11,41.446,2.201
2019-10-28,57.57,41.446,2.201
2019-10-29,57.82,41.446,2.201
2019-10-30,57.92,41.446,2.201
2019-10-31,57.38,41.446,2.201
2019-11-01,56.13,41.446,2.201
2019-11-02,55.51,41.446,2.201
2019-11-03,55.64,41.446,2.201
2019-11-04,55.15,41.446,2.201
2019-11-05,55.6,41.446,2.201
2019-11-06,57.48,41.446,2.201
2019-11-07,56.68,41.446,2.201
2019-11-08,56.94,41.446,2.201
2019-11-09,54.87,41.446,2.201
2019-11-10,53.27,41.446,2.201
2019-11-11,57.59,41.446,2.201
2019-11-12,56.68,41.446,2.201
2019-11-13,57.45,41.446,2.201
2019-11-14,59.39,41.446,2.201
2019-11-15,57.51,41.446,2.201
2019-11-16,55.85,41.446,2.201
2019-11-17,54.78,41.446,2.201
2019-11-18,56.08,41.446,2.201
2019-11-19,56.63,41.446,2.201
2019-11-20,57.23,41.446,2.201
2019-11-21,57.05,41.446,2.201
2019-11-22,57.97,41.446,2.201
2019-11-23,57.3,41.446,2.201
2019-11-24,54.71,41.446,2.201
2019-11-25,56.18,41.446,2.201
2019-11-26,56.79,41.446,2.201
2019-11-27,56.08,41.446,2.201
2019-11-28,56.95,41.446,2.201
2019-11-29,57.7,41.446,2.201
2019-11-30,55.54,41.446,2.201
2019-12-01,54.3,41.446,2.201
2019-12-02,56.93,41.446,2.201
2019-12-03,56.97,41.446,2.201
2019-12-04,58.55,41.446,2.201
2019-12-05,58.57,41.446,2.201
2019-12-06,55.28,41.446,2.201
2019-12-07,56.38,41.446,2.201
2019-12-08,56.35,41.446,2.201
2019-12-09,58.15,41.446,2.201
2019-12-10,56.86,41.446,2.201
2019-12-11,58.32,41.446,2.201
2019-12-12,58.28,41.446,2.201
2019-12-13,59.45,41.446,2.201
2019-12-14,56.87,41.446,2.201
2019-12-15,53.4,41.446,2.201
2019-12-16,57.29,41.446,2.201
2019-12-17,56.95,41.446,2.201
2019-12-18,57.39,41.446,2.201
2019-12-19,58.69,41.446,2.201
2019-12-20,57.58,41.446,2.201
2019-12-21,59.81,41.446,2.201
2019-12-22,58.81,41.446,2.201
2019-12-23,58.24,41.446,2.201
2019-12-24,57.78,41.446,2.201
2019-12-25,57.69,41.446,2.201
2019-12-26,56.25,41.446,2.201
2019-12-27,57.55,41.446,2.201
2019-12-28,57.75,41.446,2.201
2019-12-29,55.37,41.446,2.201
2019-12-30,57.26,41.446,2.201
2019-12-31,60.16,41.446,2.201
2019-07-01,63.76,41.391,2.144
2019-07-02,63.69,41.391,2.144
2019-07-03,63.89,41.391,2.144
2019-07-04,63.95,41.391,2.144
2019-07-05,63.92,41.391,2.144
2019-07-06,62.91,41.391,2.144
2019-07-07,61.39,41.391,2.144
2019-07-08,64.09,41.391,2.144
2019-07-09,63.68,41.391,2.144
2019-07-10,64.16,41.391,2.144
2019-07-11,63.56,41.391,2.144
2019-07-12,64.36,41.391,2.144
2019-07-13,62.35,41.391,2.144
2019-07-14,60.87,41.391,2.144
2019-07-15,63.81,41.391,2.144
2019-07-16,63.71,41.391,2.144
2019-07-17,63.8,41.391,2.144
2019-07-18,64.03,41.391,2.144
2019-07-19,64.36,41.391,2.144
2019-07-20,62.4,41.391,2.144
2019-07-21,61.05,41.391,2.144
2019-07-22,63.94,41.391,2.144
2019-07-23,63.52,41.391,2.144
2019-07-24,64.08,41.391,2.144
2019-07-25,64.22,41.391,2.144
2019-07-26,63.9,41.391,2.144
2019-07-27,62.99,41.391,2.144
2019-07-28,61.21,41.391,2.144
2019-07-29,63.18,41.391,2.144
2019-07-30,63.44,41.391,2.144
2019-07-31,63.89,41.391,2.144
2019-08-01,63.57,41.391,2.144
2019-08-02,63.01,41.391,2.144
2019-08-03,61.18,41.391,2.144
2019-08-04,60.13,41.391,2.144
2019-08-05,62.03,41.391,2.144
2019-08-06,62.47,41.391,2.144
2019-08-07,63.41,41.391,2.144
2019-08-08,63.57,41.391,2.144
2019-08-09,63.13,41.391,2.144
2019-08-10,61.18,41.391,2.144
2019-08-11,60.27,41.391,2.144
2019-08-12,62.38,41.391,2.144
2019-08-13,61.7,41.391,2.144
2019-08-14,61.85,41.391,2.144
2019-08-15,60.24,41.391,2.144
2019-08-16,63.05,41.391,2.144
2019-08-17,61.29,41.391,2.144
2019-08-18,60.9,41.391,2.144
2019-08-19,62.39,41.391,2.144
2019-08-20,60.49,41.391,2.144
2019-08-21,62.11,41.391,2.144
2019-08-22,62.17,41.391,2.144
2019-08-23,62.16,41.391,2.144
2019-08-24,60.9,41.391,2.144
2019-08-25,60.46,41.391,2.144
2019-08-26,62.42,41.391,2.144
2019-08-27,62.82,41.391,2.144
2019-08-28,62.85,41.391,2.144
2019-08-29,63.01,41.391,2.144
2019-08-30,62.71,41.391,2.144
2019-08-31,60.7,41.391,2.144
2019-09-01,60.73,41.391,2.144
2019-09-02,60.79,41.391,2.144
2019-09-03,64.27,41.391,2.144
2019-09-04,63.99,41.391,2.144
2019-09-05,63.68,41.391,2.144
2019-09-06,64.21,41.391,2.144
2019-09-07,61.9,41.391,2.144
2019-09-08,61.89,41.391,2.144
2019-09-09,63.34,41.391,2.144
2019-09-10,66.48,41.391,2.144
2019-09-11,64.05,41.391,2.144
2019-09-12,63.54,41.391,2.144
2019-09-13,63.98,41.391,2.144
2019-09-14,62.1,41.391,2.144
2019-09-15,61.32,41.391,2.144
2019-09-16,62.97,41.391,2.144
2019-09-17,63.18,41.391,2.144
2019-09-18,63.57,41.391,2.144
2019-09-19,63.61,41.391,2.144
2019-09-20,64.44,41.391,2.144
2019-09-21,63.73,41.391,2.144
2019-09-22,62.17,41.391,2.144
2019-09-23,63.57,41.391,2.144
2019-09-24,62.03,41.391,2.144
2019-09-25,63.96,41.391,2.144
2019-09-26,64.19,41.391,2.144
2019-09-27,64.41,41.391,2.144
2019-09-28,62.98,41.391,2.144
2019-09-29,62.02,41.391,2.144
2019-09-30,63.63,41.391,2.144
2019-10-01,64.27,41.391,2.144
2019-10-02,64.12,41.391,2.144
2019-10-03,63.62,41.391,2.144
2019-10-04,64.47,41.391,2.144
2019-10-05,63.05,41.391,2.144
2019-10-06,64.43,41.391,2.144
2019-10-07,63.3,41.391,2.144
2019-10-08,63.76,41.391,2.144
2019-10-09,64.15,41.391,2.144
2019-10-10,64.36,41.391,2.144
2019-10-11,64.43,41.391,2.144
2019-10-12,63.0,41.391,2.144
2019-10-13,62.58,41.391,2.144
2019-10-14,64.16,41.391,2.144
2019-10-15,64.51,41.391,2.144
2019-10-16,64.06,41.391,2.144
2019-10-17,63.95,41.391,2.144
2019-10-18,62.92,41.391,2.144
2019-10-19,62.98,41.391,2.144
2019-10-20,62.41,41.391,2.144
2019-10-21,63.94,41.391,2.144
2019-10-22,64.73,41.391,2.144
2019-10-23,68.0,41.391,2.144
2019-10-24,64.6,41.391,2.144
2019-10-25,64.75,41.391,2.144
2019-10-26,63.77,41.391,2.144
2019-10-27,62.49,41.391,2.144
2019-10-28,63.71,41.391,2.144
2019-10-29,63.92,41.391,2.144
2019-10-30,64.4,41.391,2.144
2019-10-31,64.17,41.391,2.144
2019-11-01,62.42,41.391,2.144
2019-11-02,61.69,41.391,2.144
2019-11-03,62.13,41.391,2.144
2019-11-04,63.18,41.391,2.144
2019-11-05,63.32,41.391,2.144
2019-11-06,64.12,41.391,2.144
2019-11-07,63.57,41.391,2.144
2019-11-08,64.18,41.391,2.144
2019-11-09,62.81,41.391,2.144
2019-11-10,63.0,41.391,2.144
2019-11-11,63.55,41.391,2.144
2019-11-12,63.4,41.391,2.144
2019-11-13,64.06,41.391,2.144
2019-11-14,65.36,41.391,2.144
2019-11-15,64.34,41.391,2.144
2019-11-16,63.8,41.391,2.144
2019-11-17,61.87,41.391,2.144
2019-11-18,63.33,41.391,2.144
2019-11-19,63.96,41.391,2.144
2019-11-20,63.87,41.391,2.144
2019-11-21,64.45,41.391,2.144
2019-11-22,65.38,41.391,2.144
2019-11-23,64.34,41.391,2.144
2019-11-24,62.4,41.391,2.144
2019-11-25,63.6,41.391,2.144
2019-11-26,64.0,41.391,2.144
2019-11-27,63.95,41.391,2.144
2019-11-28,64.34,41.391,2.144
2019-11-29,65.38,41.391,2.144
2019-11-30,63.94,41.391,2.144
2019-12-01,61.84,41.391,2.144
2019-12-02,63.96,41.391,2.144
2019-12-03,64.1,41.391,2.144
2019-12-04,67.44,41.391,2.144
2019-12-05,66.28,41.391,2.144
2019-12-07,65.17,41.391,2.144
2019-12-08,62.32,41.391,2.144
2019-12-09,63.89,41.391,2.144
2019-12-10,63.76,41.391,2.144
2019-12-11,64.78,41.391,2.144
2019-12-12,64.69,41.391,2.144
2019-12-13,64.83,41.391,2.144
2019-12-14,64.84,41.391,2.144
2019-12-15,62.6,41.391,2.144
2019-12-16,64.04,41.391,2.144
2019-12-17,64.3,41.391,2.144
2019-12-18,65.08,41.391,2.144
2019-12-19,64.9,41.391,2.144
2019-12-20,66.77,41.391,2.144
2019-12-21,64.87,41.391,2.144
2019-12-22,62.95,41.391,2.144
2019-12-23,64.07,41.391,2.144
2019-12-24,63.58,41.391,2.144
2019-12-25,61.66,41.391,2.144
2019-12-26,61.17,41.391,2.144
2019-12-27,63.67,41.391,2.144
2019-12-28,62.82,41.391,2.144
2019-12-29,61.9,41.391,2.144
2019-12-30,63.27,41.391,2.144
2019-12-31,63.22,41.391,2.144
2019-07-01,51.82,41.35,2.14
2019-07-02,52.66,41.35,2.14
2019-07-03,53.64,41.35,2.14
2019-07-04,52.63,41.35,2.14
2019-07-05,52.69,41.35,2.14
2019-07-06,52.48,41.35,2.14
2019-07-07,51.79,41.35,2.14
2019-07-08,54.01,41.35,2.14
2019-07-09,52.2,41.35,2.14
2019-07-10,51.94,41.35,2.14
2019-07-11,53.19,41.35,2.14
2019-07-12,52.85,41.35,2.14
2019-07-13,51.18,41.35,2.14
2019-07-14,50.62,41.35,2.14
2019-07-15,54.83,41.35,2.14
2019-07-16,54.3,41.35,2.14
2019-07-17,53.45,41.35,2.14
2019-07-18,54.14,41.35,2.14
2019-07-19,53.71,41.35,2.14
2019-07-20,52.33,41.35,2.14
2019-07-21,51.79,41.35,2.14
2019-07-22,52.14,41.35,2.14
2019-07-23,52.7,41.35,2.14
2019-07-24,52.44,41.35,2.14
2019-07-25,52.36,41.35,2.14
2019-07-26,52.22,41.35,2.14
2019-07-27,51.52,41.35,2.14
2019-07-28,51.23,41.35,2.14
2019-07-29,53.88,41.35,2.14
2019-07-30,53.72,41.35,2.14
2019-07-31,54.25,41.35,2.14
2019-08-01,53.98,41.35,2.14
2019-08-02,54.06,41.35,2.14
2019-08-03,53.89,41.35,2.14
2019-08-04,52.74,41.35,2.14
2019-08-05,53.34,41.35,2.14
2019-08-06,53.84,41.35,2.14
2019-08-07,53.64,41.35,2.14
2019-08-08,54.65,41.35,2.14
2019-08-09,54.71,41.35,2.14
2019-08-10,53.37,41.35,2.14
2019-08-11,52.58,41.35,2.14
2019-08-12,54.42,41.35,2.14
2019-08-13,53.85,41.35,2.14
2019-08-14,53.82,41.35,2.14
2019-08-15,52.57,41.35,2.14
2019-08-16,54.82,41.35,2.14
2019-08-17,53.4,41.35,2.14
2019-08-18,53.04,41.35,2.14
2019-08-19,54.18,41.35,2.14
2019-08-20,53.78,41.35,2.14
2019-08-21,53.64,41.35,2.14
2019-08-22,53.84,41.35,2.14
2019-08-23,52.9,41.35,2.14
2019-08-24,52.33,41.35,2.14
2019-08-25,52.32,41.35,2.14
2019-08-26,54.0,41.35,2.14
2019-08-27,54.07,41.35,2.14
2019-08-28,53.32,41.35,2.14
2019-08-29,52.73,41.35,2.14
2019-08-30,49.75,41.35,2.14
2019-08-31,49.14,41.35,2.14
2019-09-01,48.93,41.35,2.14
2019-09-02,52.29,41.35,2.14
2019-09-03,53.28,41.35,2.14
2019-09-04,52.58,41.35,2.14
2019-09-05,51.66,41.35,2.14
2019-09-06,51.62,41.35,2.14
2019-09-07,50.41,41.35,2.14
2019-09-08,51.25,41.35,2.14
2019-09-09,51.32,41.35,2.14
2019-09-10,55.52,41.35,2.14
2019-09-11,54.36,41.35,2.14
2019-09-12,54.22,41.35,2.14
2019-09-13,55.95,41.35,2.14
2019-09-14,51.29,41.35,2.14
2019-09-15,51.12,41.35,2.14
2019-09-16,51.12,41.35,2.14
2019-09-17,53.08,41.35,2.14
2019-09-18,51.52,41.35,2.14
2019-09-19,51.42,41.35,2.14
2019-09-20,51.58,41.35,2.14
2019-09-21,51.38,41.35,2.14
2019-09-22,51.26,41.35,2.14
2019-09-23,52.54,41.35,2.14
2019-09-24,54.38,41.35,2.14
2019-09-25,51.6,41.35,2.14
2019-09-26,53.32,41.35,2.14
2019-09-27,54.19,41.35,2.14
2019-09-28,51.61,41.35,2.14
2019-09-29,53.45,41.35,2.14
2019-09-30,52.04,41.35,2.14
2019-10-01,53.46,41.35,2.14
2019-10-02,52.75,41.35,2.14
2019-10-03,52.25,41.35,2.14
2019-10-04,51.76,41.35,2.14
2019-10-05,51.67,41.35,2.14
2019-10-06,49.94,41.35,2.14
2019-10-07,52.86,41.35,2.14
2019-10-08,53.71,41.35,2.14
2019-10-09,55.44,41.35,2.14
2019-10-10,53.43,41.35,2.14
2019-10-11,53.57,41.35,2.14
2019-10-12,52.74,41.35,2.14
2019-10-13,52.51,41.35,2.14
2019-10-14,53.91,41.35,2.14
2019-10-15,54.25,41.35,2.14
2019-10-16,53.12,41.35,2.14
2019-10-17,53.21,41.35,2.14
2019-10-18,52.45,41.35,2.14
2019-10-19,53.1,41.35,2.14
2019-10-20,52.9,41.35,2.14
2019-10-21,52.15,41.35,2.14
2019-10-22,54.9,41.35,2.14
2019-10-23,55.91,41.35,2.14
2019-10-24,52.78,41.35,2.14
2019-10-25,52.5,41.35,2.14
2019-10-26,51.86,41.35,2.14
2019-10-27,51.3,41.35,2.14
2019-10-28,53.63,41.35,2.14
2019-10-29,53.18,41.35,2.14
2019-10-30,53.33,41.35,2.14
2019-10-31,53.13,41.35,2.14
2019-11-01,51.2,41.35,2.14
2019-11-02,51.61,41.35,2.14
2019-11-03,52.92,41.35,2.14
2019-11-04,53.88,41.35,2.14
2019-11-05,52.52,41.35,2.14
2019-11-06,52.38,41.35,2.14
2019-11-07,52.43,41.35,2.14
2019-11-08,52.48,41.35,2.14
2019-11-09,50.88,41.35,2.14
2019-11-10,50.0,41.35,2.14
2019-11-11,51.34,41.35,2.14
2019-11-12,50.72,41.35,2.14
2019-11-13,52.06,41.35,2.14
2019-11-14,54.68,41.35,2.14
2019-11-15,52.08,41.35,2.14
2019-11-16,50.17,41.35,2.14
